"","term","sum","matched_pathways","seed"
"523","22q11 Deletion Syndrome","0","",3011
"524","Yellow Fever","1","Coronavirus disease - COVID-19",3011
"525","Hematologic Diseases","1","Coronavirus disease - COVID-19",3011
"526","Arenaviridae Infections","1","Coronavirus disease - COVID-19",3011
"527","Tubular Sweat Gland Adenomas","0","",3011
"528","Microstomia","NA","",3011
"529","Low Tension Glaucoma","0","",3011
"530","Transposition of Great Vessels","0","",3011
"531","Listeriosis","1","Coronavirus disease - COVID-19",3011
"532","Shock, Surgical","NA","",3011
"533","Lathyrism","NA","",3011
"534","Carcinoma, Acinar Cell","0","",3011
"535","Aortic Valve Prolapse","0","",3011
"536","Cerebral Intraventricular Hemorrhage","0","",3011
"537","Carbohydrate Metabolism, Inborn Errors","1","Coronavirus disease - COVID-19",3011
"538","Wolff-Parkinson-White Syndrome","0","",3011
"539","Spinal Dysraphism","0","",3011
"540","Pityriasis Rosea","0","",3011
"541","Peptic Ulcer","1","Coronavirus disease - COVID-19",3011
"542","Alcoholic Korsakoff Syndrome","NA","",3011
"543","Osteitis Fibrosa Cystica","0","",3011
"544","Afibrinogenemia","1","Coronavirus disease - COVID-19",3011
"545","Ovotesticular Disorders of Sex Development","0","",3011
"546","Trench Fever","NA","",3011
"547","Vascular Neoplasms","1","Coronavirus disease - COVID-19",3011
"548","Systemic Vasculitis","1","Coronavirus disease - COVID-19",3011
"549","Hemangioma, Capillary","0","",3011
"550","Genetic Diseases, Inborn","1","Coronavirus disease - COVID-19",3011
"551","Testicular Neoplasms","1","Coronavirus disease - COVID-19",3011
"552","Alexander Disease","1","Coronavirus disease - COVID-19",3011
"553","Ear Deformities, Acquired","NA","",3011
"554","Isaacs Syndrome","0","",3011
"555","Hypertelorism","0","",3011
"556","Dent Disease","0","",3011
"557","Persian Gulf Syndrome","1","Coronavirus disease - COVID-19",3011
"558","Bacteroidaceae Infections","1","Coronavirus disease - COVID-19",3011
"559","Nut and Peanut Hypersensitivity","1","Coronavirus disease - COVID-19",3011
"560","Anal Gland Neoplasms","NA","",3011
"561","Hip Dysplasia, Canine","0","",3011
"562","Bilateral Vestibulopathy","0","",3011
"563","Alcohol Amnestic Disorder","NA","",3011
"564","Jaw Diseases","1","Coronavirus disease - COVID-19",3011
"565","Hyperglycinemia, Nonketotic","0","",3011
"566","Oropharyngeal Neoplasms","1","Coronavirus disease - COVID-19",3011
"567","Leukemia, Megakaryoblastic, Acute","1","Coronavirus disease - COVID-19",3011
"568","Pulmonary Eosinophilia","0","",3011
"569","Malnutrition","1","Coronavirus disease - COVID-19",3011
"570","Costello Syndrome","0","",3011
"571","Platelet Storage Pool Deficiency","1","Coronavirus disease - COVID-19",3011
"572","Barrett Esophagus","1","Coronavirus disease - COVID-19",3011
"573","Abortion, Habitual","1","Coronavirus disease - COVID-19",3011
"574","Mitral Valve Stenosis","0","",3011
"575","Cardiomyopathy, Restrictive","0","",3011
"576","Amniotic Band Syndrome","NA","",3011
"577","Gangliosidosis, GM1","0","",3011
"578","Simian Acquired Immunodeficiency Syndrome","1","Coronavirus disease - COVID-19",3011
"579","Endomyocardial Fibrosis","1","Coronavirus disease - COVID-19",3011
"580","Suppuration","1","Coronavirus disease - COVID-19",3011
"581","Dermatitis, Phototoxic","1","Coronavirus disease - COVID-19",3011
"582","Hereditary Sensory and Motor Neuropathy","0","",3011
"583","Multiple System Atrophy","1","Coronavirus disease - COVID-19",3011
"584","Cholecystitis","0","",3011
"585","Aphasia, Broca","0","",3011
"586","Choriocarcinoma","1","Coronavirus disease - COVID-19",3011
"587","Retinal Diseases","1","Coronavirus disease - COVID-19",3011
"588","Krukenberg Tumor","0","",3011
"589","Burkitt Lymphoma","1","Coronavirus disease - COVID-19",3011
"590","Encephalomyelitis, Acute Disseminated","1","Coronavirus disease - COVID-19",3011
"591","Varicocele","0","",3011
"592","Amnesia, Retrograde","0","",3011
"593","Craniofacial Fibrous Dysplasia","0","",3011
"594","Legionnaires' Disease","1","Coronavirus disease - COVID-19",3011
"595","Ciliophora Infections","0","",3011
"596","Neoplasms, Glandular and Epithelial","1","Coronavirus disease - COVID-19",3011
"597","Symptom Flare Up","1","Coronavirus disease - COVID-19",3011
"598","Foot-and-Mouth Disease","1","Coronavirus disease - COVID-19",3011
"599","Border Disease","0","",3011
"600","Tuberculosis, Hepatic","0","",3011
"601","Paraparesis, Spastic","0","",3011
"602","Tuberculosis, Oral","NA","",3011
"603","Wrist Injuries","0","",3011
"604","Myopathy, Central Core","0","",3011
"605","Prenatal Exposure Delayed Effects","1","Coronavirus disease - COVID-19",3011
"606","Multiple Endocrine Neoplasia Type 2a","0","",3011
"607","Essential Hypertension","1","Coronavirus disease - COVID-19",3011
"608","Empyema, Subdural","NA","",3011
"609","Tooth, Nonvital","0","",3011
"610","Sleep Wake Disorders","1","Coronavirus disease - COVID-19",3011
"611","Papilloma, Intraductal","0","",3011
"612","Anthrax","1","Coronavirus disease - COVID-19",3011
"613","Cystinuria","0","",3011
"614","Vascular Depression","NA","",3011
"615","Cerebrospinal Fluid Rhinorrhea","0","",3011
"616","Occupational Injuries","0","",3011
"617","Urogenital Abnormalities","1","Coronavirus disease - COVID-19",3011
"618","Hemoglobinuria, Paroxysmal","1","Coronavirus disease - COVID-19",3011
"619","Tooth Eruption, Ectopic","NA","",3011
"620","Pseudomyxoma Peritonei","0","",3011
"621","Paranasal Sinus Diseases","1","Coronavirus disease - COVID-19",3011
"622","Hemarthrosis","1","Coronavirus disease - COVID-19",3011
"623","Eye Infections, Fungal","1","Coronavirus disease - COVID-19",3011
"624","Salpingitis","0","",3011
"625","Adenocarcinoma, Bronchiolo-Alveolar","1","Coronavirus disease - COVID-19",3011
"626","Elephantiasis","0","",3011
"627","Thrombotic Microangiopathies","1","Coronavirus disease - COVID-19",3011
"628","Conjunctivitis, Acute Hemorrhagic","0","",3011
"629","Lymphoma, Primary Cutaneous Anaplastic Large Cell","0","",3011
"630","Stomatitis, Aphthous","1","Coronavirus disease - COVID-19",3011
"631","Entamoebiasis","1","Coronavirus disease - COVID-19",3011
"632","Angiomatosis, Bacillary","NA","",3011
"633","Massive Hepatic Necrosis","0","",3011
"634","Anorectal Malformations","0","",3011
"635","Hypotension, Orthostatic","0","",3011
"636","Skull Fractures","1","Coronavirus disease - COVID-19",3011
"637","Congenital Microtia","0","",3011
"638","Long Term Adverse Effects","0","",3011
"639","Dissection, Ascending Aorta","NA","",3011
"640","Poland Syndrome","NA","",3011
"641","Child Nutrition Disorders","1","Coronavirus disease - COVID-19",3011
"642","Laryngeal Edema","0","",3011
"643","Moyamoya Disease","0","",3011
"644","Deglutition Disorders","1","Coronavirus disease - COVID-19",3011
"645","Intracranial Hypotension","0","",3011
"646","Freemartinism","NA","",3011
"647","Histiocytosis, Sinus","0","",3011
"648","Uterine Inertia","0","",3011
"649","Severe Combined Immunodeficiency","1","Coronavirus disease - COVID-19",3011
"650","Upper Extremity Deep Vein Thrombosis","0","",3011
"651","Neoplasms by Site","1","Coronavirus disease - COVID-19",3011
"652","Mixed Tumor, Malignant","0","",3011
"653","Carcinoma, Hepatocellular","1","Coronavirus disease - COVID-19",3011
"654","Communication Disorders","0","",3011
"655","Fructose Intolerance","0","",3011
"656","Brucellosis, Bovine","1","Coronavirus disease - COVID-19",3011
"657","Nutritional and Metabolic Diseases","1","Coronavirus disease - COVID-19",3011
"658","Mesomycetozoea Infections","1","Coronavirus disease - COVID-19",3011
"659","Nevus","1","Coronavirus disease - COVID-19",3011
"660","Leukemia, Biphenotypic, Acute","0","",3011
"661","Sturge-Weber Syndrome","0","",3011
"662","Lymphangiomyoma","1","Coronavirus disease - COVID-19",3011
"663","Cranial Nerve Neoplasms","0","",3011
"664","Sarcoidosis, Pulmonary","1","Coronavirus disease - COVID-19",3011
"665","Acrodermatitis","0","",3011
"666","Cauda Equina Syndrome","0","",3011
"667","Immunoblastic Lymphadenopathy","0","",3011
"668","Muscle Weakness","1","Coronavirus disease - COVID-19",3011
"669","Gallstones","0","",3011
"670","Hypertrichosis","0","",3011
"671","Ovarian Hyperstimulation Syndrome","0","",3011
"672","Liver Cirrhosis, Experimental","1","Coronavirus disease - COVID-19",3011
"673","Arterivirus Infections","1","Coronavirus disease - COVID-19",3011
"674","Chondromatosis, Synovial","0","",3011
"675","Paraproteinemias","1","Coronavirus disease - COVID-19",3011
"676","Shock, Traumatic","1","Coronavirus disease - COVID-19",3011
"677","Cytophagaceae Infections","NA","",3011
"678","Rupture","1","Coronavirus disease - COVID-19",3011
"679","Memory Disorders","1","Coronavirus disease - COVID-19",3011
"680","Premenstrual Syndrome","0","",3011
"681","Sarcoma, Myeloid","0","",3011
"682","Muscle Spasticity","0","",3011
"683","Mastocytosis, Cutaneous","0","",3011
"684","Pharyngeal Diseases","1","Coronavirus disease - COVID-19",3011
"685","Catastrophic Illness","1","Coronavirus disease - COVID-19",3011
"686","Apudoma","NA","",3011
"687","Urethral Neoplasms","0","",3011
"688","Brain Hemorrhage, Traumatic","0","",3011
"689","Oesophagostomiasis","NA","",3011
"690","Psychogenic Nonepileptic Seizures","NA","",3011
"691","Neurologic Manifestations","0","",3011
"692","Arthritis, Juvenile","1","Coronavirus disease - COVID-19",3011
"693","Albuminuria","1","Coronavirus disease - COVID-19",3011
"694","Tooth Demineralization","0","",3011
"695","Anemia, Hypochromic","1","Coronavirus disease - COVID-19",3011
"696","Conjunctivitis, Allergic","1","Coronavirus disease - COVID-19",3011
"697","Myoclonic Cerebellar Dyssynergia","0","",3011
"698","Meningitis","1","Coronavirus disease - COVID-19",3011
"699","Signs and Symptoms","1","Coronavirus disease - COVID-19",3011
"700","Fluoride Poisoning","0","",3011
"701","Tooth Migration","NA","",3011
"702","Classical Lissencephalies and Subcortical Band Heterotopias","0","",3011
"703","Tachycardia, Supraventricular","0","",3011
"704","Extravasation of Diagnostic and Therapeutic Materials","1","Coronavirus disease - COVID-19",3011
"705","Hermanski-Pudlak Syndrome","1","Coronavirus disease - COVID-19",3011
"706","Urachal Cyst","0","",3011
"707","Severe Acute Malnutrition","0","",3011
"708","Neuroblastoma","1","Coronavirus disease - COVID-19",3011
"709","Thrombocytopenia, Neonatal Alloimmune","0","",3011
"710","Chagas Disease","1","Coronavirus disease - COVID-19",3011
"711","Anus, Imperforate","0","",3011
"712","Foot Injuries","0","",3011
"713","Periapical Periodontitis","1","Coronavirus disease - COVID-19",3011
"714","Fractures, Ununited","1","Coronavirus disease - COVID-19",3011
"715","Drug-Related Side Effects and Adverse Reactions","1","Coronavirus disease - COVID-19",3011
"716","Uveitis, Intermediate","0","",3011
"717","Wrist Fractures","NA","",3011
"718","Lichen Planus","1","Coronavirus disease - COVID-19",3011
"719","Factor X Deficiency","0","",3011
"720","Periodontal Abscess","NA","",3011
"721","Multiple Endocrine Neoplasia Type 2b","0","",3011
"722","Myiasis","0","",3011
"723","Agammaglobulinemia","1","Coronavirus disease - COVID-19",3011
"724","Cone Dystrophy","0","",3011
"725","Intracranial Embolism and Thrombosis","1","Coronavirus disease - COVID-19",3011
"726","Cryptogenic Organizing Pneumonia","0","",3011
"727","Aortic Coarctation","0","",3011
"728","Fused Teeth","0","",3011
"729","Cerebral Cortical Thinning","NA","",3011
"730","Community-Acquired Infections","1","Coronavirus disease - COVID-19",3011
"731","Frontotemporal Lobar Degeneration","1","Coronavirus disease - COVID-19",3011
"732","Liver Failure, Acute","1","Coronavirus disease - COVID-19",3011
"733","Frailty","1","Coronavirus disease - COVID-19",3011
"734","Cluster Headache","0","",3011
"735","Dental Plaque","1","Coronavirus disease - COVID-19",3011
"736","Accessory Nerve Diseases","0","",3011
"737","Vascular Fistula","0","",3011
"738","Ectoparasitic Infestations","0","",3011
"739","Cerebellar Diseases","1","Coronavirus disease - COVID-19",3011
"740","Anencephaly","0","",3011
"741","Hypersensitivity, Immediate","1","Coronavirus disease - COVID-19",3011
"742","Lipoma","0","",3011
"743","Sleepiness","1","Coronavirus disease - COVID-19",3011
"744","Fibromatosis, Abdominal","0","",3011
"745","Hyponatremia","1","Coronavirus disease - COVID-19",3011
"746","Aleutian Mink Disease","0","",3011
"747","Meningism","NA","",3011
"748","Embolism, Cholesterol","NA","",3011
"749","Focal Nodular Hyperplasia","0","",3011
"750","Abnormal Karyotype","0","",3011
"751","Intracranial Arterial Diseases","1","Coronavirus disease - COVID-19",3011
"752","Leishmaniasis, Visceral","1","Coronavirus disease - COVID-19",3011
"753","Coronary Aneurysm","1","Coronavirus disease - COVID-19",3011
"754","Hypoplastic Left Heart Syndrome","0","",3011
"755","Horse Diseases","1","Coronavirus disease - COVID-19",3011
"756","Blood-Borne Infections","1","Coronavirus disease - COVID-19",3011
"757","Histiocytosis, Langerhans-Cell","1","Coronavirus disease - COVID-19",3011
"758","Vulvar Lichen Sclerosus","0","",3011
"759","Medically Unexplained Symptoms","0","",3011
"760","Otitis Media","1","Coronavirus disease - COVID-19",3011
"761","Fused Kidney","NA","",3011
"762","Pregnancy Complications, Hematologic","1","Coronavirus disease - COVID-19",3011
"763","Glucosephosphate Dehydrogenase Deficiency","0","",3011
"764","Gestational Weight Gain","0","",3011
"765","Pneumonia","1","Coronavirus disease - COVID-19",3011
"766","Syphilis","1","Coronavirus disease - COVID-19",3011
"767","Carotid Stenosis","1","Coronavirus disease - COVID-19",3011
"768","Diverticulum","1","Coronavirus disease - COVID-19",3011
"769","Prostatic Diseases","1","Coronavirus disease - COVID-19",3011
"770","Bone Retroversion","0","",3011
"771","Sweating, Gustatory","0","",3011
"772","Polyradiculoneuropathy","1","Coronavirus disease - COVID-19",3011
"773","Infections","1","Coronavirus disease - COVID-19",3011
"774","Arthritis, Rheumatoid","1","Coronavirus disease - COVID-19",3011
"775","Chills","0","",3011
"776","Dental Occlusion, Traumatic","NA","",3011
"777","Tuberculosis, Urogenital","0","",3011
"778","Leukemia, Prolymphocytic","0","",3011
"779","Hypoparathyroidism","1","Coronavirus disease - COVID-19",3011
"780","Mitochondrial Myopathies","0","",3011
"781","Jaw, Edentulous, Partially","0","",3011
"782","Hyperoxaluria","1","Coronavirus disease - COVID-19",3011
"783","Polychondritis, Relapsing","1","Coronavirus disease - COVID-19",3011
"784","Eye Injuries","1","Coronavirus disease - COVID-19",3011
"785","Prurigo","0","",3011
"786","Popliteal Artery Aneurysm","NA","",3011
"787","Cerebrospinal Fluid Otorrhea","NA","",3011
"788","Tabes Dorsalis","0","",3011
"789","Erythema","1","Coronavirus disease - COVID-19",3011
"790","Fractures, Stress","0","",3011
"791","Aortic Stenosis, Subvalvular","1","Coronavirus disease - COVID-19",3011
"792","Lymphoma, Large-Cell, Anaplastic","1","Coronavirus disease - COVID-19",3011
"793","Heart Failure","1","Coronavirus disease - COVID-19",3011
"794","Stroke, Lacunar","1","Coronavirus disease - COVID-19",3011
"795","Pancreatic Diseases","1","Coronavirus disease - COVID-19",3011
"796","Endometritis","1","Coronavirus disease - COVID-19",3011
"797","Polydipsia","0","",3011
"798","Enterotoxemia","0","",3011
"799","Phaeohyphomycosis","0","",3011
"800","Psychomotor Disorders","0","",3011
"801","Skin Diseases, Infectious","1","Coronavirus disease - COVID-19",3011
"802","Rat-Bite Fever","0","",3011
"803","Myotonic Disorders","0","",3011
"804","Leishmaniasis, Diffuse Cutaneous","1","Coronavirus disease - COVID-19",3011
"805","Swine Erysipelas","NA","",3011
"806","Urologic Diseases","1","Coronavirus disease - COVID-19",3011
"807","Polycystic Kidney Diseases","1","Coronavirus disease - COVID-19",3011
"808","Cyanosis","1","Coronavirus disease - COVID-19",3011
"809","Uveitis, Posterior","1","Coronavirus disease - COVID-19",3011
"810","Gastroesophageal Reflux","1","Coronavirus disease - COVID-19",3011
"811","Hyperuricemia","1","Coronavirus disease - COVID-19",3011
"812","Embryo Loss","1","Coronavirus disease - COVID-19",3011
"813","Disease Susceptibility","1","Coronavirus disease - COVID-19",3011
"814","Disease Attributes","1","Coronavirus disease - COVID-19",3011
"815","Trochlear Nerve Injuries","NA","",3011
"816","Pseudophakia","1","Coronavirus disease - COVID-19",3011
"817","Retrognathia","0","",3011
"818","Polyps","1","Coronavirus disease - COVID-19",3011
"819","Periventricular Nodular Heterotopia","0","",3011
"820","Muscular Atrophy, Spinal","1","Coronavirus disease - COVID-19",3011
"821","Orchitis","1","Coronavirus disease - COVID-19",3011
"822","Dentigerous Cyst","0","",3011
"823","Pruritus","1","Coronavirus disease - COVID-19",3011
"824","Cerebral Small Vessel Diseases","1","Coronavirus disease - COVID-19",3011
"825","Endoleak","0","",3011
"826","Intestinal Neoplasms","1","Coronavirus disease - COVID-19",3011
